name,weat_es_weat_6,weat_es_weat_7_twitter,weat_es_weat_8,rnsb_weat_6,rnsb_weat_7_twitter,rnsb_weat_8,precision_diff,recall_diff,f1_diff
original1,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,-0.0031908831908832314,-0.03613348576215858,-0.0193881792607411
original2,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,0.008205844210693702,-0.0345517458045711,-0.01457282576090524
original3,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,0.004262557781201881,-0.028861845377828543,-0.013321718339488253
original4,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,0.0021726239889945376,-0.02230580596741405,-0.010581794039271397
original5,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,0.004459706959706988,-0.03304200228643239,-0.014743192291579388
original6,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,0.006673137587964173,-0.020549529186920212,-0.007530130769703769
original7,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,-0.002315060177110473,-0.02339447940029149,-0.013384347507331307
original8,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,0.010269931909067997,-0.029219645864786314,-0.009785932721712687
original9,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,-0.0010103867760579144,-0.032398397751965735,-0.016929423116076148
original10,1.0500408225410123,1.6026078533498045,1.2641294149213678,0.12587242923491368,0.17943913033204756,0.11697771426400383,0.005637994634473453,-0.016727172765274245,-0.005910569678191702
db_weat_gender_twitter_debias_0.0,-0.8125070051764988,0.2181378471413709,0.20325118545584808,-0.09936772842552521,0.0058533982943499985,0.02075409091219582,-0.0026047870904210013,-0.03490954629152876,-0.01907415440399529
db_weat_gender_twitter_debias_0.1,-0.3872885352238583,0.2979744371403168,0.10774032554200029,-0.023831743297539953,0.015144121261422006,0.018727218903520138,0.0064428398673296305,-0.019436856940893144,-0.007408225221262499
db_weat_gender_twitter_debias_0.2,0.19021059061533951,0.6036889982586715,0.4563821363304084,0.04048016437715746,0.05088286528598801,0.04979387592071172,0.002656382064449292,-0.034130675719309944,-0.01649361358014312
db_weat_gender_twitter_debias_0.3,0.0259703290162322,0.9590953625423685,0.7514199640222252,0.01936785467166091,0.08302136871252812,0.06826779771275486,-0.005231051484921423,-0.03304200228643239,-0.019485151880418883
db_weat_gender_twitter_debias_0.4,0.5744260311551741,1.0759529941388983,0.4387018396463211,0.07811207208031216,0.1085231217378495,0.0439637860074128,0.007747874264168342,-0.02339447940029149,-0.008584717577555523
db_weat_gender_twitter_debias_0.5,0.6157115272864973,0.935739240230143,1.225702353930195,0.0663220218436305,0.09277482001391073,0.1240763345381906,8.207995030828918e-05,-0.03699962474583074,-0.018611639038468297
db_weat_gender_twitter_debias_0.6,0.8068838150997938,1.3526699590829356,1.2543104857244303,0.12200898706325942,0.14944242148126546,0.14628466126990033,-0.00037023498205068783,-0.019683390203248163,-0.010374569421465196
db_weat_gender_twitter_debias_0.7,0.6769324016255316,1.2141093540953207,1.093056767481538,0.11634019560572897,0.12211009701274848,0.10931863576109087,-0.0003801579051366799,-0.030332318110813383,-0.015238095238095273
db_weat_gender_twitter_debias_0.8,0.9664591531060618,1.5926148497167114,1.083683415683815,0.14988347175423583,0.1514846085953847,0.10420328456655248,-0.0037700260804768293,-0.02855204251717003,-0.016568199332134492
db_weat_gender_twitter_debias_0.9,0.8917909909270788,1.3305737482121105,0.9747725842729186,0.14189710206176037,0.14887328103395486,0.12334230035506773,0.0022854477611939927,-0.023950815523305025,-0.011272236114900691
db_weat_gender_twitter_overbias_0.0,1.663924443922941,1.7969618665515485,1.6306125318008111,0.3114689762813933,0.25008015449382165,0.2191508979263555,-0.00900719701275876,-0.035688416863747796,-0.02236035017893856
db_weat_gender_twitter_overbias_0.1,1.7175947212922167,1.681686897886014,1.4517004515641108,0.32190230374635537,0.24317249127526974,0.19322835338354155,-0.001887299898268191,-0.03884316993777759,-0.021010860484544702
db_weat_gender_twitter_overbias_0.2,1.6905987140744396,1.6979259729216722,1.3990517800000166,0.3456735219260891,0.23795185531817165,0.19245990024126008,-0.006058145275523286,-0.03928823883618848,-0.023139394836530602
db_weat_gender_twitter_overbias_0.3,1.6312856921605727,1.7137842361375264,1.296297523669527,0.3398956419213589,0.25523093057605817,0.14104667404178284,0.005557394099848789,-0.032819467837227,-0.014404002070036115
db_weat_gender_twitter_overbias_0.4,1.4172000039598875,1.5847456348601012,1.348935703176148,0.23618731091668194,0.20200260244638227,0.1864094050679364,0.005160154273129991,-0.02155093420834464,-0.008580632127143772
db_weat_gender_twitter_overbias_0.5,1.5160785117625788,1.4291270010652004,1.252502659107352,0.24619944994104573,0.19172771868319205,0.1460491060436877,0.005987289633332615,-0.02777317194495099,-0.0117189288166627
db_weat_gender_twitter_overbias_0.6,1.3875511449041642,1.5044257480945151,1.26424349613311,0.23855289259383666,0.20801305762522343,0.1578912980007802,-0.0005044755463291528,-0.02670849732522318,-0.013756062685631787
db_weat_gender_twitter_overbias_0.7,1.5166401071987925,1.0933712383355834,1.0332175175610554,0.22645180027651773,0.11362949356840746,0.1347766721483437,0.0025534448604765947,-0.02155093420834464,-0.00979182729375494
db_weat_gender_twitter_overbias_0.8,1.3339483000021262,1.2844457656813673,1.0926877397137313,0.22154193855167192,0.16591405440748802,0.16595624045264187,0.003691355084543879,-0.04015437781986053,-0.0189772755472436
db_weat_gender_twitter_overbias_0.9,1.3476215094968793,1.284880485930032,1.114190648853387,0.24451383115052963,0.12705031028216363,0.11892259341919172,-0.006190758945261776,-0.03273219942577388,-0.019513498625304715
ar_weat_gender_twitter_debias_reg1e-1_sim0.0_ant0.0,0.3692125497474933,1.2677891005335615,0.5194245481614609,0.007941495954197575,0.022170807003487447,0.007219481314632681,-0.012369850757880219,-0.031420991543690935,-0.021849629904658885
ar_weat_gender_twitter_debias_reg1e-1_sim0.0_ant1.0,0.19983279674287602,0.9969141469790979,0.06308065730589749,0.004518111074515274,0.015949259929835202,0.0006632011925504777,0.000862060798969333,-0.022194538742811187,-0.011143209957887756
ar_weat_gender_twitter_debias_reg1e-1_sim1.0_ant0.0,0.21930526223511354,1.1196617554624897,0.2526454812138892,0.004804861099091395,0.019891508461259533,0.0034826594663630583,0.0020187673178568843,-0.02570709230379875,-0.012297716033840222
ar_weat_gender_twitter_debias_reg1e-1_sim1.0_ant1.0,-0.005284771654658889,0.9960733822580371,-0.12409299978407407,0.00043809823731005837,0.015737066061905836,-0.0017844592104572787,0.010268578003170159,-0.02721683582193757,-0.00964006259780914
ar_weat_gender_twitter_debias_reg5e-2_sim0.0_ant0.0,-0.44230382567411236,0.5750861920545928,-0.562196220488707,-0.009255110182486703,0.007863169590033303,-0.007757512284808088,-0.0034895314057826754,-0.029108378640183563,-0.01654214484325134
ar_weat_gender_twitter_debias_reg5e-2_sim0.0_ant1.0,-0.6740743834268219,-0.19066316732062313,-1.1564085193784064,-0.014135776047593196,-0.003524659258493934,-0.016654323328615328,0.0042722734254991845,-0.03468701184232337,-0.01566175957580407
ar_weat_gender_twitter_debias_reg5e-2_sim1.0_ant0.0,-0.5290553643392505,0.09185538036789971,-0.8993386859608512,-0.010838562387956552,0.0005343428950089213,-0.013748692056180789,-0.003949088407292689,-0.03195332885355484,-0.01830213278886139
ar_weat_gender_twitter_debias_reg5e-2_sim1.0_ant1.0,-0.7969869195473693,-0.3730325947353299,-1.2042010486075936,-0.01771595555045058,-0.006500712592127755,-0.018998030845771507,-0.0037047515122121677,-0.03479827906692612,-0.019474369074701903
ar_weat_gender_twitter_debias_reg1e-2_sim0.0_ant0.0,-1.8496314579953999,-1.8760829337801757,-1.9057790012683304,-0.07874855324900976,-0.06616086955204521,-0.0712029289954879,-0.0007466063348416929,-0.027908437982703482,-0.014574607395263839
ar_weat_gender_twitter_debias_reg1e-2_sim0.0_ant1.0,-1.9314836042503183,-1.9400211377186813,-1.9649739723733306,-0.12964628288225039,-0.12227457818031003,-0.12267711828854577,-0.00215189102499036,-0.029330913089389066,-0.015968041735612393
ar_weat_gender_twitter_debias_reg1e-2_sim1.0_ant0.0,-1.8868154879794448,-1.9181984857684375,-1.951053546338236,-0.12459376009159832,-0.11279706413696422,-0.11609131670525978,0.00021918779263896404,-0.03139699273054131,-0.016117704222033624
ar_weat_gender_twitter_debias_reg1e-2_sim1.0_ant1.0,-1.9643378438101438,-1.9648078011329866,-1.9821992802096766,-0.2207402506354767,-0.21480781702436014,-0.21453289812880252,-0.0024181923506985115,-0.03370960563404868,-0.018288202958333777
ar_weat_gender_twitter_overbias_reg1e-1_sim0.0_ant0.0,1.4006580947248783,1.7419619962395267,1.5375928034282589,0.04155605897549347,0.053936548566085596,0.03638605245312482,0.0035897795216740525,-0.024062082747907776,-0.010709546976685469
ar_weat_gender_twitter_overbias_reg1e-1_sim0.0_ant1.0,1.4206349088094778,1.781536067245048,1.6192523164544717,0.043106851891874465,0.06069389396600751,0.042348196448790676,-0.006051847959362422,-0.031420991543690935,-0.018758195646472742
ar_weat_gender_twitter_overbias_reg1e-1_sim1.0_ant0.0,1.4361304293190462,1.7678332303069553,1.6211028045817144,0.04488713643551595,0.05861236438064099,0.04152697620477602,-0.0017569779070825131,-0.02461841887092131,-0.01342263947404898
ar_weat_gender_twitter_overbias_reg1e-1_sim1.0_ant1.0,1.4824519508592546,1.7530525819013096,1.6271590141342043,0.04654720108216759,0.059894449111441664,0.04406352989961654,0.004668674698795172,-0.02941818150084219,-0.013022573215171307
ar_weat_gender_twitter_overbias_reg5e-2_sim0.0_ant0.0,1.5620348874347638,1.831513866285575,1.712880289301212,0.05235013411590783,0.0695099389196131,0.05113231088009251,-0.005810725870461941,-0.022862142090427584,-0.01455230307083577
ar_weat_gender_twitter_overbias_reg5e-2_sim0.0_ant1.0,1.664599481110871,1.835671072761764,1.7864687129993404,0.06270994842307447,0.07800851202981311,0.0620687586031214,0.0016862007961078174,-0.030419586522266506,-0.014804314329738166
ar_weat_gender_twitter_overbias_reg5e-2_sim1.0_ant0.0,1.613700144594592,1.7934692424018948,1.7106645747641918,0.06042006072586585,0.07301204171070697,0.054947982662229,-0.0004221336433593015,-0.03917697161158573,-0.020340883606189575
ar_weat_gender_twitter_overbias_reg5e-2_sim1.0_ant1.0,1.7071524055963667,1.8471318061011026,1.78545785492552,0.07028765249843505,0.0844688992534115,0.06754650552166552,-0.001347058075994334,-0.033264536735637784,-0.01776577680662672
ar_weat_gender_twitter_overbias_reg1e-2_sim0.0_ant0.0,1.9324219792777426,1.9332928939934464,1.9481594887516238,0.11933414131393127,0.12618546875087638,0.10998711420048801,0.0014705089981680297,-0.035354615189939764,-0.017204600875387777
ar_weat_gender_twitter_overbias_reg1e-2_sim0.0_ant1.0,1.969806459545578,1.9745925435272986,1.9773402261135373,0.19106579533239915,0.20497127374214852,0.1885944952178431,-0.0004976326215092586,-0.035330616376790136,-0.018810877275083904
ar_weat_gender_twitter_overbias_reg1e-2_sim1.0_ant0.0,1.9715646026005025,1.95543571638528,1.9581087611623427,0.18129457421588507,0.19019953607564527,0.17114943666412036,-0.005551209738290375,-0.020017191877056306,-0.012956642931806206
ar_weat_gender_twitter_overbias_reg1e-2_sim1.0_ant1.0,1.9882197845375256,1.983146252112656,1.9863975379638765,0.3144404979165369,0.3295401304519284,0.309953711758324,7.903333450420824e-05,-0.038533367077119074,-0.019285265689383047
