name,weat_es_weat_3,weat_es_weat_4,weat_es_weat_5,rnsb_weat_3,rnsb_weat_4,rnsb_weat_5,precision_diff,recall_diff,f1_diff
original1,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.05752840909090917,-0.12886329382431205,-0.0927298980079837
original2,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.030085586610296366,-0.1697647445558802,-0.1045039222023092
original3,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.026838085422226987,-0.16386836942072036,-0.09903394363030749
original4,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.0281719384224014,-0.16115070283054944,-0.09729521195795177
original5,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.044279561938825984,-0.1444415500106474,-0.09555032863922674
original6,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.03107015757432019,-0.15914630742608338,-0.09817351598173518
original7,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.04362676591334069,-0.1453295209505321,-0.09666493864318271
original8,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.04206128032628653,-0.14259738219137585,-0.09356905493399914
original9,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.04050926462744375,-0.14108814171147865,-0.09160812237654203
original10,0.09477236894679456,0.8697747999852211,0.9699095887295306,0.05736080134797461,0.2016581159528204,0.15166773860365007,-0.04551867835036649,-0.1389379908908034,-0.09401324933688904
db_weat_race_debias_0.0,-0.28328751633800225,0.45020811351232426,0.505594019367568,-0.03686266436762331,0.0834115125675039,0.08143346797110733,-0.029555661547267076,-0.16599887944062997,-0.10116381250014139
db_weat_race_debias_0.1,-0.38674808667089916,0.386211101485875,0.6964450211666285,-0.0804340758348006,0.056771553806007624,0.08039683656572161,-0.05340500298623552,-0.13935561633866522,-0.09649105521745549
db_weat_race_debias_0.2,-0.4406298114023167,0.3628366755860377,0.6146631336914021,-0.07357053775306337,0.045142581686906214,0.09089953299513764,-0.0396053312511917,-0.15402626078435022,-0.09943071685124627
db_weat_race_debias_0.3,-0.1974891142207361,0.40836244161800683,0.6793396855572909,-0.030701703916114653,0.07635832426103391,0.1050466826461508,-0.046568196839260834,-0.13612832265494001,-0.09155195201935185
db_weat_race_debias_0.4,-0.2099377204802823,0.373238838569151,0.6166687241348705,-0.021777237038537955,0.08633150773468579,0.10071153707419271,-0.03146304881374418,-0.15275477736635468,-0.09491309599604902
db_weat_race_debias_0.5,-0.11142605386983555,0.23865002021034876,0.6589142226212417,0.009550466956388448,0.0796147462502614,0.10878357207216083,-0.03390753456010254,-0.13598256723873092,-0.08644583750831125
