name,weat_es,precision_diff,recall_diff,f1_diff
original1,1.538191597679329,0.004637837837837777,-0.04288491506333603,-0.01971420269879398
original2,1.538191597679329,0.012206675611292184,-0.04102057714758878,-0.015242647053948177
original3,1.538191597679329,0.009849606352197005,-0.03069600234520853,-0.011302982731554168
original4,1.538191597679329,0.01270603133683279,-0.034910691785084214,-0.0122325271261442
original5,1.538191597679329,0.015567022182023549,-0.020543718081249107,-0.003286328229922031
original6,1.538191597679329,0.004839447345749259,-0.04053456353920759,-0.01822563156721735
original7,1.538191597679329,0.012335040771059735,-0.026998184520595103,-0.007662264231109828
original8,1.538191597679329,0.014575345648890514,-0.029317678037842132,-0.00871291075101932
original9,1.538191597679329,0.022102966841186733,-0.03270177279249531,-0.006990313539737447
original10,1.538191597679329,0.010226272888756105,-0.027828779205817722,-0.00949964239698664
db_weat8_debias_0.0,1.1165954224130976,0.005105768342556716,-0.03373551602302005,-0.015143288084464634
db_weat8_debias_0.1,1.0104297694500526,0.007571447328110659,-0.026309022366912016,-0.009893285610127811
db_weat8_debias_0.2,0.5526125700945492,0.018114635904830534,-0.04202346237123211,-0.013323921884978662
db_weat8_debias_0.3,1.3736256332883492,0.015479427224941111,-0.038639367616578935,-0.012678163318828761
db_weat8_debias_0.4,0.9968419193469056,0.022772429964210805,-0.02725019157679276,-0.004518973788265934
db_weat8_debias_0.5,1.262101508501134,0.013198823034888618,-0.04540755712588518,-0.017366252494688705
db_weat8_debias_0.6,1.0762488329425755,0.0029287722586691656,-0.041851171832811396,-0.020376043393946164
db_weat8_debias_0.7,1.231080593963488,0.00824907465920377,-0.0497945371041818,-0.02212228618487455
db_weat8_debias_0.8,1.3588662266132083,0.01460846025178264,-0.048791651880538356,-0.018160842544006406
db_weat8_debias_0.9,0.9753396882639442,0.012971885976939435,-0.037150468784554525,-0.01228104948563391
db_weat8_overbias_0.0,1.389482745862739,0.00754471713810323,-0.032591198267837185,-0.012631720457906281
db_weat8_overbias_0.1,1.679079324258095,0.0182658577854814,-0.04219575290965283,-0.012986098096213983
db_weat8_overbias_0.2,1.6635541864943775,0.01603531563775984,-0.030351421268366874,-0.008277939224556663
db_weat8_overbias_0.3,1.2974275913448203,0.010857716081596691,-0.03726104330921265,-0.014653508284448669
db_weat8_overbias_0.4,1.5561948730176176,0.016587874954223203,-0.042368043448073656,-0.014009925866311113
db_weat8_overbias_0.5,1.1970063890206695,0.006289490923691354,-0.042226610916534235,-0.01829196794997079
db_weat8_overbias_0.6,1.3180126967962165,0.01683401113587457,-0.042743482531796606,-0.012843336398589256
db_weat8_overbias_0.7,1.3702709153833383,0.014099454214675622,-0.036775029700831685,-0.012457458162998147
db_weat8_overbias_0.8,1.4464523869786885,0.02094529778209253,-0.027970211737357253,-0.0049395221679437995
db_weat8_overbias_0.9,1.4822098433868003,0.014287337385672894,-0.03783963093823772,-0.011827840639749287
ar_weat8_debias_reg1e-1_sim0.0_ant0.0,-0.22101589110922898,0.009889732512603833,-0.025275279136387163,-0.008711863484201054
ar_weat8_debias_reg1e-1_sim0.0_ant0.5,-0.4032950407512465,0.011986134166585338,-0.026825893982174387,-0.007937875202555622
ar_weat8_debias_reg1e-1_sim0.0_ant1.0,-0.5049848114099678,0.017029701845286738,-0.035427563400346584,-0.010507554583383927
ar_weat8_debias_reg1e-1_sim0.5_ant0.0,-0.2116262457559636,0.017357102585443096,-0.03376637402990135,-0.00875478715859479
